txn_id,person_id,amount,timestamp,counterparty,type
t_00349,p_016,1481.71,2026-08-26T11:17:03,Indrajit Shah,payment
t_00350,p_016,1967.92,2026-08-07T03:44:23,Anita Swamy,withdrawal
t_00351,p_016,213.8,2026-08-15T18:15:38,Ekani Bahl,payment
t_00352,p_016,276.75,2026-08-22T08:23:23,Chandran Warrior,payment
t_00353,p_016,1087.54,2026-08-27T22:02:49,Quincy Chaudry,withdrawal
t_00354,p_017,1777.28,2026-08-15T23:12:07,Lekha Savant,withdrawal
t_00355,p_017,631.57,2026-08-02T19:54:17,Bahadurjit Issac,payment
t_00356,p_017,1321.04,2026-08-13T13:50:56,Girindra Verma,payment
t_00357,p_017,1624.12,2026-08-19T22:08:35,Urvashi Ramachandran,payment
t_00358,p_017,1585.64,2026-08-30T16:22:14,Ekantika Dutt,withdrawal
t_00359,p_017,1584.73,2026-08-15T09:22:22,Jason Kulkarni,withdrawal
t_00360,p_017,1054.55,2026-08-28T09:07:38,Chanchal Issac,withdrawal
t_00361,p_017,149.52,2026-08-09T02:42:49,Charles Kamdar,payment
t_00362,p_017,1640.31,2026-08-01T21:05:54,Warinder Saraf,withdrawal
t_00363,p_017,1983.91,2026-08-02T18:11:08,Alexander Ganesh,withdrawal
t_00364,p_017,1999.25,2026-08-24T00:07:34,Jagdish Randhawa,payment
t_00365,p_017,1348.04,2026-08-04T00:05:48,Aditya Basak,withdrawal
t_00366,p_017,1603.35,2026-08-17T00:15:23,Mohammed Prabhu,payment
t_00367,p_017,1900.82,2026-08-23T22:06:56,Yuvraj Dugar,withdrawal
t_00368,p_017,1694.52,2026-08-11T15:27:33,Gavin Nigam,payment
t_00369,p_017,1225.79,2026-08-06T06:47:32,Darpan Parekh,withdrawal
t_00370,p_017,153.59,2026-08-28T10:03:56,Hredhaan Dass,withdrawal
t_00371,p_017,1170.85,2026-08-29T10:14:32,Viraj Nadig,payment
t_00372,p_017,1639.76,2026-08-26T02:25:18,Reva Hans,withdrawal
t_00373,p_017,433.56,2026-08-17T06:19:46,Krishna Parmar,payment
t_00374,p_017,541.98,2026-08-03T16:59:07,Zashil Baral,payment
t_00375,p_017,1008.18,2026-08-01T14:20:53,Raksha Menon,withdrawal
t_00376,p_017,482.78,2026-08-28T12:53:06,Ranveer Grover,payment
t_00377,p_017,437.17,2026-08-11T05:20:47,Ekiya Sidhu,withdrawal
t_00378,p_018,493.21,2026-08-03T21:49:50,Sudiksha Acharya,withdrawal
t_00379,p_018,999.78,2026-08-30T07:28:53,Qasim Bahl,payment
t_00380,p_018,855.19,2026-08-10T06:00:52,William Nagi,withdrawal
t_00381,p_018,603.51,2026-08-27T20:18:42,Lila Gupta,withdrawal
t_00382,p_018,1782.44,2026-08-06T13:06:52,Mitesh Mandal,withdrawal
t_00383,p_018,184.77,2026-08-06T14:20:22,Nimrat Nagy,withdrawal
t_00384,p_018,529.86,2026-08-14T22:50:30,Gopal Virk,withdrawal
t_00385,p_018,387.15,2026-08-17T22:15:27,Caleb Dayal,payment
t_00386,p_018,753.2,2026-08-03T13:42:33,Azad Jaggi,withdrawal
t_00387,p_018,1220.48,2026-08-30T02:54:28,Vedika Handa,payment
t_00388,p_018,1654.97,2026-08-26T05:22:26,Azad Rama,withdrawal
t_00389,p_018,1405.43,2026-08-29T23:15:07,Aahana Bawa,withdrawal
t_00390,p_018,547.72,2026-08-18T04:21:15,Timothy Bobal,withdrawal
t_00391,p_018,1815.28,2026-08-03T08:50:51,Sathvik Swamy,payment
t_00392,p_018,1810.86,2026-08-16T01:30:47,Upadhriti Bhat,payment
t_00393,p_018,1538.66,2026-08-04T14:36:10,Ojasvi Pillay,payment
t_00394,p_018,417.61,2026-08-29T11:19:27,Amaira Wadhwa,payment
t_00395,p_018,339.75,2026-08-25T06:05:30,Ekavir Modi,withdrawal
t_00396,p_018,1397.94,2026-08-03T08:25:31,Tarak Venkataraman,payment
t_00397,p_018,1291.73,2026-08-30T22:02:01,Harrison Kashyap,withdrawal
t_00398,p_018,1481.5,2026-08-10T14:13:10,Ranveer Hans,payment
t_00399,p_019,1664.66,2026-08-09T05:15:49,Indira Murty,withdrawal
t_00400,p_019,335.36,2026-08-20T01:29:42,Kamya Sachar,payment
t_00401,p_019,1028.69,2026-08-08T06:11:43,Ekiya Khosla,withdrawal
t_00402,p_019,1753.91,2026-08-06T07:51:36,Keya Kumar,withdrawal
t_00403,p_019,1691.54,2026-08-11T07:51:33,Sneha Sem,withdrawal
t_00404,p_019,1408.82,2026-08-23T11:15:07,Aadi Banerjee,withdrawal
t_00405,p_019,194.34,2026-08-01T19:45:51,Amol Vasa,payment
t_00406,p_019,1330.02,2026-08-26T17:07:12,Chasmum Ahuja,payment
t_00407,p_019,878.06,2026-08-09T01:44:24,Tristan Kala,payment
t_00408,p_019,1937.56,2026-08-26T22:32:00,Anthony Majumdar,payment
t_00409,p_019,351.4,2026-08-15T05:20:59,Girindra Barad,payment
t_00410,p_019,116.08,2026-08-19T00:49:19,Ishani Dugal,withdrawal
t_00411,p_019,1891.71,2026-08-19T06:00:27,Alka Peri,withdrawal
t_00412,p_019,815.3,2026-08-13T17:08:27,Viraj Kunda,withdrawal
t_00413,p_019,514.6,2026-08-14T18:28:42,George Ratta,withdrawal
t_00414,p_019,1666.19,2026-08-21T07:34:52,Faras Nair,withdrawal
t_00415,p_019,113.96,2026-08-18T12:49:50,Oscar Sura,withdrawal
t_00416,p_019,1228.17,2026-08-17T20:14:56,Charita Barad,withdrawal
t_00417,p_019,305.4,2026-08-09T22:54:09,Farhan Bhalla,payment
t_00418,p_019,625.32,2026-08-11T02:07:27,Ijaya Saraf,withdrawal
t_00419,p_019,596.18,2026-08-26T20:16:26,Jai Karan,withdrawal
t_00420,p_020,1812.63,2026-08-11T06:46:03,Tristan Sankaran,withdrawal
t_00421,p_020,413.28,2026-08-23T12:04:59,Meera Divan,withdrawal
t_00422,p_020,526.21,2026-08-01T13:46:11,Gayathri Butala,payment
t_00423,p_020,141.64,2026-08-07T08:03:25,Chandran Rastogi,payment
t_00424,p_020,1451.11,2026-08-04T16:40:35,Frederick Rastogi,payment
t_00425,p_020,1316.61,2026-08-12T06:08:18,Kalpit Deshmukh,payment
t_00426,p_020,191.12,2026-08-18T19:37:31,Rudra Sura,payment
t_00427,p_020,137.51,2026-08-20T14:34:07,Rohan Viswanathan,payment
t_00428,p_020,822.48,2026-08-13T12:04:42,Xavier Bora,withdrawal
t_00429,p_020,390.94,2026-08-15T05:33:55,Qushi Naik,payment
t_00430,p_020,1357.16,2026-08-10T00:48:13,Isaiah Sachdev,withdrawal
t_00431,p_020,1431.38,2026-08-19T16:24:51,Jasmit Pall,withdrawal
t_00432,p_020,299.34,2026-08-25T22:04:11,Ekani Padmanabhan,payment
t_00433,p_020,1591.04,2026-08-09T11:32:55,Dalaja Gara,withdrawal
t_00434,p_020,479.52,2026-08-06T23:01:32,Riya Dhingra,withdrawal
t_00435,p_020,1948.93,2026-08-25T22:40:44,Chaitanya Kaur,withdrawal
t_00436,p_020,661.17,2026-08-22T02:28:28,Kashvi Dugal,payment
t_00437,p_020,1829.68,2026-08-17T10:39:35,Isaiah Bhagat,withdrawal
t_00438,p_020,105.2,2026-08-10T22:02:04,Manbir Mani,payment
t_00439,p_021,1034.13,2026-08-03T05:54:10,Hemal Choudhry,payment
t_00440,p_021,628.5,2026-08-10T22:14:39,Shivani Sinha,payment
t_00441,p_021,819.41,2026-08-17T12:21:24,Garima Kadakia,payment
t_00442,p_021,943.96,2026-08-03T08:45:28,Samar Virk,withdrawal
t_00443,p_021,1047.07,2026-08-03T15:22:27,Vasudha Dhaliwal,withdrawal
t_00444,p_021,1045.01,2026-08-04T13:28:08,Krisha Vyas,payment
t_00445,p_021,883.44,2026-08-04T01:54:11,Aadhya Garde,payment
t_00446,p_021,1604.39,2026-08-25T18:39:15,Bhanumati Iyer,withdrawal
t_00447,p_021,1168.43,2026-08-27T16:52:47,Chatresh Shroff,withdrawal
t_00448,p_021,790.35,2026-08-29T12:15:20,Ekalinga Rama,payment
t_00449,p_021,1704.2,2026-08-25T11:56:37,Jagvi Chokshi,withdrawal
t_00450,p_021,1277.54,2026-08-17T19:18:30,Brinda Raju,withdrawal
t_00451,p_021,790.26,2026-08-22T11:59:37,Lajita Trivedi,withdrawal
t_00452,p_021,1542.71,2026-08-04T10:05:48,Diya Sundaram,payment
t_00453,p_021,774.76,2026-08-01T01:34:54,Quincy Issac,withdrawal
t_00454,p_021,810.39,2026-08-17T10:20:13,Anthony Baral,payment
t_00455,p_021,411.9,2026-08-02T08:57:36,Dalaja Nath,payment
t_00456,p_021,1510.77,2026-08-25T15:43:25,Maya Dugar,withdrawal
t_00457,p_021,1260.62,2026-08-04T05:00:44,Idika Pandey,payment
t_00458,p_021,1719.17,2026-08-04T14:56:13,Chasmum Keer,payment
t_00459,p_022,1234.07,2026-08-28T20:36:44,Devika Narayan,withdrawal
t_00460,p_022,1188.09,2026-08-15T17:11:48,Karan Jhaveri,withdrawal
t_00461,p_022,1444.59,2026-08-03T04:28:27,Samaksh Devi,payment
t_00462,p_022,1089.15,2026-08-29T17:01:52,Krishna Sani,payment
t_00463,p_022,1120.37,2026-08-13T11:28:13,Nakul Nadkarni,payment
t_00464,p_022,1778.45,2026-08-11T11:34:12,Jagat Gour,withdrawal
t_00465,p_022,657.79,2026-08-10T22:22:04,Madhav Balan,withdrawal
t_00466,p_022,1665.01,2026-08-30T21:34:27,Odika Sabharwal,payment
t_00467,p_022,757.41,2026-08-04T10:35:59,Saanvi Mahal,payment
t_00468,p_022,1266.03,2026-08-28T03:14:14,Raghav Chhabra,payment
t_00469,p_022,1396.85,2026-08-29T18:24:20,Qasim Bal,withdrawal
t_00470,p_022,1612.79,2026-08-12T10:35:17,Vihaan Kata,payment
t_00471,p_022,1126.45,2026-08-12T13:49:50,Atharv Parmer,withdrawal
t_00472,p_022,1082.05,2026-08-01T17:47:17,Vansha Desai,withdrawal
t_00473,p_022,1066.6,2026-08-16T10:18:09,Kashvi Gour,withdrawal
t_00474,p_022,1806.74,2026-08-02T07:34:23,Vyanjana Som,payment
t_00475,p_022,256.46,2026-08-10T14:37:30,Nihal Hans,payment
t_00476,p_022,1916.92,2026-08-06T00:31:27,Bachittar Rege,payment
t_00477,p_022,500.48,2026-08-19T19:23:30,Anamika Sachar,payment
t_00478,p_023,524.28,2026-08-11T23:23:21,Samaksh Jayaraman,withdrawal
t_00479,p_023,1052.13,2026-08-05T00:23:40,Peter Sarna,payment
t_00480,p_023,1054.12,2026-08-12T21:41:07,Ekta Shankar,payment
t_00481,p_023,1632.43,2026-08-26T10:32:48,Prisha Ravel,payment
t_00482,p_023,366.7,2026-08-23T17:11:18,Lajita Munshi,payment
t_00483,p_023,1902.55,2026-08-06T08:59:04,Balvan Verma,payment
t_00484,p_023,1018.66,2026-08-23T01:51:44,Siya Shan,withdrawal
t_00485,p_023,1546.8,2026-08-02T05:06:08,Yatan Venkataraman,payment
t_00486,p_023,801.93,2026-08-02T21:15:36,Balveer Ram,payment
t_00487,p_023,1083.98,2026-08-21T01:22:53,Ranveer Manne,withdrawal
t_00488,p_023,1844.01,2026-08-12T15:25:37,Mitali Modi,payment
t_00489,p_023,1332.2,2026-08-02T04:43:52,Triya Ganesan,payment
t_00490,p_023,1090.61,2026-08-22T02:41:24,Chaitaly Bhagat,withdrawal
t_00491,p_023,600.3,2026-08-26T01:06:28,Ubika Seth,payment
t_00492,p_023,819.19,2026-08-12T07:11:41,Xiti Chowdhury,payment
t_00493,p_023,815.02,2026-08-16T11:59:50,Krishna Ramaswamy,payment
t_00494,p_023,770.51,2026-08-16T11:47:15,Ekiya Seshadri,withdrawal
t_00495,p_023,1016.01,2026-08-15T14:32:25,Praneel Setty,payment
t_00496,p_023,364.04,2026-08-16T01:19:21,Suhani Chana,payment
t_00497,p_024,1133.09,2026-08-18T22:46:13,Ekiya Gade,withdrawal
t_00498,p_024,1447.38,2026-08-06T16:05:42,Gavin Comar,payment
t_00499,p_024,323.87,2026-08-18T08:09:02,Janani Chada,payment
t_00500,p_024,490.3,2026-08-12T06:01:17,Yasti Dutta,withdrawal
t_00501,p_024,302.51,2026-08-13T06:22:06,Lajita Bassi,withdrawal
t_00502,p_024,581.9,2026-08-20T13:08:04,Gautami Doctor,withdrawal
t_00503,p_024,1262.57,2026-08-17T22:33:45,Maanav Gola,withdrawal
t_00504,p_024,885.13,2026-08-23T15:34:47,Oni Morar,withdrawal
t_00505,p_024,1162.28,2026-08-06T08:40:41,Sanaya Mani,withdrawal
t_00506,p_024,682.64,2026-08-08T14:43:11,Jacob Deep,withdrawal
t_00507,p_024,856.45,2026-08-24T05:25:12,Aarush Kulkarni,payment
t_00508,p_024,1352.64,2026-08-26T15:35:57,Tara Tank,payment
t_00509,p_024,1428.69,2026-08-14T09:32:53,Abdul Tak,payment
t_00510,p_024,1065.85,2026-08-04T00:12:02,Teerth Soni,withdrawal
t_00511,p_024,1266.65,2026-08-25T00:36:52,Nimrat Sathe,payment
t_00512,p_024,1932.68,2026-08-05T19:43:52,Abeer Konda,payment
t_00513,p_024,1664.19,2026-08-25T03:08:45,Sarthak Bawa,withdrawal
t_00514,p_024,927.22,2026-08-28T18:37:13,Manbir Bhakta,payment
t_00515,p_024,804.59,2026-08-08T21:25:34,Balhaar Dhillon,payment
t_00516,p_024,1868.3,2026-08-22T17:38:10,Chanchal Narula,withdrawal
t_00517,p_024,1089.91,2026-08-19T10:03:18,Chandran Chopra,payment
t_00518,p_024,1658.43,2026-08-29T08:54:55,Pranav Edwin,withdrawal
t_00519,p_024,483.24,2026-08-14T04:03:35,Peter Shah,withdrawal
t_00520,p_024,1589.52,2026-08-06T20:13:02,Balendra Chander,payment
t_00521,p_025,355.5,2026-08-13T15:29:41,Kai Taneja,withdrawal
t_00522,p_025,670.06,2026-08-24T13:26:22,Waida Gole,payment
t_00523,p_025,1412.03,2026-08-12T22:50:57,Bina Hari,payment
t_00524,p_025,583.15,2026-08-07T11:08:11,Jagat Bajwa,payment
t_00525,p_025,735.85,2026-08-14T11:53:43,Jacob Johal,withdrawal
t_00526,p_025,1159.23,2026-08-11T19:25:14,Odika Bath,withdrawal
t_00527,p_025,882.35,2026-08-11T07:46:51,Inaya Kala,withdrawal
t_00528,p_025,1929.92,2026-08-27T00:30:19,Saksham Manda,payment
t_00529,p_025,1334.74,2026-08-18T07:20:04,Ekansh Morar,payment
t_00530,p_025,640.76,2026-08-30T09:08:55,Yashawini Naik,withdrawal
t_00531,p_025,1026.24,2026-08-21T04:41:55,Ishaan Nath,withdrawal
t_00532,p_025,824.03,2026-08-27T16:32:07,Meghana Balakrishnan,withdrawal
t_00533,p_025,1917.53,2026-08-14T21:54:05,Rishi Narayanan,payment
t_00534,p_025,1864.28,2026-08-20T05:13:05,Varenya Som,withdrawal
t_00535,p_025,1186.11,2026-08-19T22:31:00,Laban Subramaniam,payment
t_00536,p_025,752.89,2026-08-03T08:57:38,Triveni Yadav,withdrawal
t_00537,p_025,653.58,2026-08-10T12:09:08,Turvi Sachdev,withdrawal
t_00538,p_025,851.37,2026-08-19T03:52:37,Chandani Mutti,withdrawal
t_00539,p_025,1883.66,2026-08-24T10:18:04,Sathvik Narula,withdrawal
t_00540,p_025,449.38,2026-08-13T10:04:19,Dominic Dixit,payment
t_00541,p_026,1721.62,2026-08-13T09:17:26,Darika Murty,payment
t_00542,p_026,309.68,2026-08-05T02:22:09,Anita Sachdev,withdrawal
t_00543,p_026,617.05,2026-08-19T12:45:54,Watika Khanna,withdrawal
t_00544,p_026,136.85,2026-08-06T15:12:30,Siya Mittal,payment
t_00545,p_026,142.05,2026-08-30T02:11:44,Chasmum Gill,payment
t_00546,p_026,337.57,2026-08-09T11:07:20,Kavya Barad,withdrawal
t_00547,p_026,542.34,2026-08-22T19:31:01,George Sawhney,payment
t_00548,p_026,512.66,2026-08-01T10:36:06,Vasudha Tella,withdrawal
t_00549,p_026,1618.98,2026-08-10T08:20:06,Ranveer Oak,withdrawal
t_00550,p_026,1603.71,2026-08-14T21:51:10,Dayita Narang,withdrawal
t_00551,p_026,1526.08,2026-08-03T09:45:38,Guneet Varty,payment
t_00552,p_026,1573.74,2026-08-02T16:20:51,Samesh Bansal,payment
t_00553,p_026,445.05,2026-08-17T07:05:53,Lila Vig,withdrawal
t_00554,p_026,1673.68,2026-08-25T12:25:13,Aayush Mukhopadhyay,payment
t_00555,p_026,1457.9,2026-08-30T05:42:39,Gagan Nath,withdrawal
t_00556,p_026,941.63,2026-08-24T03:16:56,Chakradhar Chauhan,payment
t_00557,p_026,1497.11,2026-08-06T23:24:34,Arin Muni,payment
t_00558,p_026,1966.02,2026-08-16T15:13:12,Ekani Iyer,withdrawal
t_00559,p_026,1926.31,2026-08-12T16:10:06,Bhavini Malhotra,withdrawal
t_00560,p_026,1483.65,2026-08-05T18:12:00,Ridhi Dalal,payment
t_00561,p_026,1313.19,2026-08-08T14:23:06,Manthan Dugar,payment
t_00562,p_026,198.97,2026-08-11T19:30:25,Ishwar Aurora,payment
t_00563,p_026,548.34,2026-08-30T04:45:26,Samuel Palla,withdrawal
t_00564,p_027,1145.15,2026-08-28T01:47:21,Sachi Bedi,withdrawal
t_00565,p_027,883.45,2026-08-26T08:17:41,Ayush Sinha,withdrawal
t_00566,p_027,714.56,2026-08-25T18:49:53,Hitesh Rajagopal,payment
t_00567,p_027,506.46,2026-08-17T21:27:51,Gabriel Sandhu,withdrawal
t_00568,p_027,959.57,2026-08-11T19:12:22,Praneel Sehgal,withdrawal
t_00569,p_027,165.86,2026-08-01T00:08:27,Devika Natarajan,withdrawal
t_00570,p_027,1083.46,2026-08-18T20:56:57,Farhan Shroff,withdrawal
t_00571,p_027,1970.35,2026-08-01T04:43:46,Girik Sidhu,payment
t_00572,p_027,141.23,2026-08-26T16:07:07,Tamanna Mukherjee,withdrawal
t_00573,p_027,1071.42,2026-08-28T13:45:38,Upma Kata,payment
t_00574,p_027,974.7,2026-08-03T19:53:12,Maanas Kuruvilla,payment
t_00575,p_027,797.46,2026-08-05T03:39:14,Manya Goswami,payment
t_00576,p_027,1641.04,2026-08-07T23:45:20,Ekta Setty,payment
t_00577,p_027,1181.22,2026-08-18T02:45:02,Ayushman Bhattacharyya,payment
t_00578,p_027,1474.8,2026-08-23T00:40:17,Isaiah Panchal,withdrawal
t_00579,p_027,1668.84,2026-08-06T04:29:23,Triya Garde,payment
t_00580,p_027,670.75,2026-08-18T20:33:59,Ijaya Datta,withdrawal
t_00581,p_027,206.25,2026-08-03T08:30:13,Nidra Chhabra,withdrawal
t_00582,p_027,1652.57,2026-08-11T10:30:35,Ekavir Mittal,withdrawal
t_00583,p_027,329.03,2026-08-28T21:46:37,Nandini Sachdev,payment
t_00584,p_027,1714.01,2026-08-23T10:19:43,Yagnesh Dutt,payment
t_00585,p_027,1301.17,2026-08-20T00:23:55,Leena Bhatti,payment
t_00586,p_027,178.25,2026-08-10T03:26:38,Sathvik Sankar,payment
t_00587,p_027,1425.76,2026-08-10T19:19:07,Hema Keer,payment
t_00588,p_027,1490.0,2026-08-02T12:22:27,Faras Sur,withdrawal
t_00589,p_027,1530.4,2026-08-30T03:08:56,Ubika Nanda,payment
t_00590,p_028,687.1,2026-08-26T21:03:47,Radhika Padmanabhan,payment
t_00591,p_028,1827.1,2026-08-13T21:38:46,Abhiram Uppal,payment
t_00592,p_028,1173.2,2026-08-20T16:29:12,Joshua Menon,payment
t_00593,p_028,1158.95,2026-08-10T12:35:50,Kala Bera,payment
t_00594,p_028,1695.09,2026-08-06T12:34:38,Jagrati Choudhary,payment
t_00595,p_028,1554.33,2026-08-22T19:29:50,Azaan Keer,withdrawal
t_00596,p_028,676.36,2026-08-29T20:03:40,Meera Nadkarni,withdrawal
t_00597,p_028,457.07,2026-08-05T13:24:32,Nidra Raj,payment
t_00598,p_028,1548.65,2026-08-06T13:01:02,Siddharth Ghose,withdrawal
t_00599,p_028,1263.49,2026-08-19T04:02:06,Liam Guha,payment
t_00600,p_028,149.56,2026-08-07T22:15:24,Jagvi Sahni,payment
t_00601,p_028,1005.54,2026-08-21T15:27:42,Bhavya Dass,withdrawal
t_00602,p_028,810.52,2026-08-22T08:39:13,Advay Bora,withdrawal
t_00603,p_028,361.27,2026-08-15T17:50:26,Maanas Sur,payment
t_00604,p_028,876.32,2026-08-07T18:54:59,Laban Chad,payment
t_00605,p_028,1905.38,2026-08-28T18:18:47,Ojasvi Shah,payment
t_00606,p_028,1977.66,2026-08-23T06:30:14,Pranit Sha,payment
t_00607,p_028,1861.5,2026-08-02T23:37:05,Shivani Rajagopalan,withdrawal
t_00608,p_028,1030.89,2026-08-27T00:19:58,Upkaar Grewal,withdrawal
t_00609,p_028,1786.42,2026-08-27T00:04:40,Abhimanyu Tara,withdrawal
t_00610,p_028,179.47,2026-08-13T03:30:14,Yachana Luthra,withdrawal
t_00611,p_029,1218.84,2026-08-08T03:16:20,Fariq Dhar,withdrawal
t_00612,p_029,939.56,2026-08-14T14:41:30,Udyati Varughese,payment
t_00613,p_029,1139.95,2026-08-08T08:11:36,Gaurang Korpal,payment
t_00614,p_029,381.69,2026-08-02T11:13:17,Faras Zacharia,withdrawal
t_00615,p_029,1722.28,2026-08-02T02:26:20,Chatresh Oza,withdrawal
t_00616,p_029,266.64,2026-08-10T22:23:59,Upasna Setty,payment
t_00617,p_029,438.67,2026-08-13T12:12:32,Garima Sama,withdrawal
t_00618,p_029,1413.88,2026-08-19T07:59:04,Chaitaly Mann,payment
t_00619,p_029,1523.74,2026-08-29T23:43:52,Balendra Modi,withdrawal
t_00620,p_029,276.94,2026-08-28T22:39:55,Darsh Solanki,withdrawal
t_00621,p_029,1805.31,2026-08-10T16:25:54,Charan Manne,payment
t_00622,p_029,1702.29,2026-08-23T18:04:41,Bhavini Sundaram,payment
t_00623,p_029,355.64,2026-08-09T18:50:22,Jonathan Tiwari,withdrawal
t_00624,p_029,886.14,2026-08-10T21:01:48,Arunima Krishnan,payment
t_00625,p_029,1262.9,2026-08-21T20:59:50,Avni Maharaj,payment
t_00626,p_029,1960.76,2026-08-18T03:23:03,Akshay Choudhury,payment
t_00627,p_029,1408.44,2026-08-15T12:14:14,Matthew Sekhon,withdrawal
t_00628,p_029,1710.82,2026-08-13T19:28:42,Parth Lal,withdrawal
t_00629,p_029,1990.55,2026-08-16T18:16:54,Vedhika Golla,withdrawal
t_00630,p_029,1267.15,2026-08-28T19:30:57,Hemal Chad,withdrawal
t_00631,p_029,1300.53,2026-08-16T14:11:17,Mitesh Tandon,withdrawal
t_00632,p_029,1778.96,2026-08-25T05:44:45,Leela Khanna,payment
t_00633,p_029,1960.59,2026-08-22T06:10:57,Oliver Kade,payment
t_00634,p_029,983.28,2026-08-04T13:06:32,Chatura Lalla,payment
t_00635,p_029,493.93,2026-08-23T02:58:38,Charles Ganesh,withdrawal
t_00636,p_029,734.21,2026-08-13T10:06:34,Mohini Soni,payment
t_00637,p_029,482.26,2026-08-01T08:08:02,Vamakshi Walia,withdrawal
t_00638,p_029,228.89,2026-08-08T15:10:50,Ladli Ramakrishnan,withdrawal
t_00639,p_029,715.46,2026-08-16T04:48:59,Adweta Dhillon,payment
t_00640,p_029,733.24,2026-08-04T09:57:44,Advik Mani,withdrawal
t_00641,p_030,1143.79,2026-08-17T06:37:14,Anamika Loke,withdrawal
t_00642,p_030,1438.27,2026-08-05T05:55:15,Aadhya Raman,withdrawal
t_00643,p_030,425.42,2026-08-18T05:20:22,Wyatt Hayer,withdrawal
t_00644,p_030,743.6,2026-08-19T09:32:57,Pranit Munshi,withdrawal
t_00645,p_030,155.09,2026-08-02T12:31:22,Abhiram Bir,payment
t_00646,p_030,202.22,2026-08-04T04:16:02,Nisha Chaudhari,withdrawal
t_00647,p_030,1438.89,2026-08-12T18:10:48,Sanaya Panchal,withdrawal
t_00648,p_030,693.64,2026-08-19T11:44:49,Bhanumati Krishnamurthy,payment
t_00649,p_030,1374.65,2026-08-22T09:17:13,Bahadurjit Bajwa,payment
t_00650,p_030,1535.91,2026-08-30T05:03:03,Dakshesh Kalla,withdrawal
t_00651,p_030,276.54,2026-08-18T00:48:29,Jagdish Chadha,withdrawal
t_00652,p_030,689.74,2026-08-03T22:01:45,Keya Goyal,withdrawal
t_00653,p_030,1900.15,2026-08-15T02:47:34,Qarin Kulkarni,payment
t_00654,p_030,1272.19,2026-08-26T19:59:21,Unni Borra,withdrawal
t_00655,p_030,1429.27,2026-08-12T18:17:43,Aradhana Sane,withdrawal
t_00656,p_030,1776.57,2026-08-24T15:55:14,Aarini Edwin,withdrawal
t_00657,p_030,224.19,2026-08-15T15:00:17,Aradhana Bhatia,payment
t_00658,p_030,976.36,2026-08-11T13:02:14,Lipika Natarajan,payment
t_00659,p_030,762.37,2026-08-09T11:13:31,Aarna Lanka,payment
t_00660,p_030,870.8,2026-08-16T05:43:25,Ridhi Boase,payment
t_00661,p_030,1333.96,2026-08-10T18:37:34,Sai Ramaswamy,withdrawal
t_00662,p_031,1361.1,2026-08-19T22:04:38,Netra Boase,payment
t_00663,p_031,1124.47,2026-08-21T12:31:59,Aarush Rajagopalan,withdrawal
t_00664,p_031,1816.81,2026-08-19T09:23:17,Jairaj Wason,payment
t_00665,p_031,1074.06,2026-08-15T01:35:07,Gauri Mitter,withdrawal
t_00666,p_031,729.88,2026-08-18T05:15:18,Christopher Chana,withdrawal
t_00667,p_031,1616.62,2026-08-29T19:37:06,Harini Buch,withdrawal
t_00668,p_031,1420.6,2026-08-06T00:36:21,Bimala Jain,withdrawal
t_00669,p_031,1171.04,2026-08-22T19:25:10,Balveer Rajagopalan,payment
t_00670,p_031,1198.47,2026-08-19T21:05:45,Chandani Ramakrishnan,payment
t_00671,p_031,654.33,2026-08-20T16:33:01,Jagrati Sur,payment
t_00672,p_031,256.77,2026-08-09T14:30:26,Raksha Gupta,payment
t_00673,p_031,627.91,2026-08-26T13:02:26,Balendra Hans,payment
t_00674,p_031,622.91,2026-08-19T11:22:27,William Suresh,withdrawal
t_00675,p_031,311.94,2026-08-01T10:13:34,Dev Zachariah,payment
t_00676,p_031,1504.04,2026-08-28T07:17:40,Xalak Walla,withdrawal
t_00677,p_031,433.26,2026-08-12T02:13:55,Amol Bansal,payment
t_00678,p_031,1618.81,2026-08-15T13:08:28,Daksh Nazareth,payment
t_00679,p_031,260.36,2026-08-11T06:51:02,Nidra Dani,payment
t_00680,p_031,1661.28,2026-08-18T20:47:30,Tara Yadav,withdrawal
t_00681,p_031,884.6,2026-08-23T13:59:17,Viraj Bora,withdrawal
t_00682,p_031,936.35,2026-08-08T03:19:19,Lohit Suresh,payment
t_00683,p_031,1495.29,2026-08-07T07:49:00,Urishilla Bath,withdrawal
t_00684,p_031,602.35,2026-08-02T15:06:52,Kalpit Atwal,payment
t_00685,p_031,981.63,2026-08-02T13:49:00,Chandresh Mohanty,withdrawal
t_00686,p_031,1517.69,2026-08-10T00:59:03,Tanmayi Garde,payment
t_00687,p_031,1440.65,2026-08-12T09:27:23,Hitesh Comar,withdrawal
t_00688,p_031,1107.84,2026-08-08T21:05:24,Thomas Bhatnagar,withdrawal
t_00689,p_031,1861.72,2026-08-01T08:32:28,Pooja Nazareth,withdrawal
t_00690,p_031,699.81,2026-08-12T11:02:34,Ekta Dara,payment
t_00691,p_031,1109.46,2026-08-03T22:06:08,Ekanta Kala,withdrawal
t_00692,p_032,1876.58,2026-08-18T00:24:56,Samuel Dhar,withdrawal
t_00693,p_032,675.37,2026-08-11T00:04:35,Shravya Sabharwal,payment
t_00694,p_032,1921.77,2026-08-19T23:14:10,Owen Barad,payment
t_00695,p_032,1721.35,2026-08-11T23:03:21,Xalak Chakrabarti,withdrawal
