call_id,person_id,called_number,timestamp,duration,is_known_contact
c_00445,p_015,+915977468862,2026-08-29T12:10:58,77,1
c_00446,p_015,04925192546,2026-08-22T22:16:15,62,1
c_00447,p_015,+912141888059,2026-08-24T20:53:17,138,1
c_00448,p_015,06590515186,2026-08-15T20:11:41,202,1
c_00449,p_015,+919622292706,2026-08-17T10:03:48,205,1
c_00450,p_015,+915977468862,2026-08-27T19:47:28,80,1
c_00451,p_015,+915977468862,2026-08-19T18:50:57,93,1
c_00452,p_015,+919622292706,2026-08-28T21:11:30,30,1
c_00453,p_015,03794738347,2026-08-30T18:07:24,362,1
c_00454,p_015,06590515186,2026-08-10T01:20:35,77,1
c_00455,p_016,09711798089,2026-08-01T12:00:58,140,1
c_00456,p_016,7221704303,2026-08-02T04:40:31,289,1
c_00457,p_016,7221704303,2026-08-09T14:16:16,246,1
c_00458,p_016,1952058527,2026-08-22T01:18:13,172,1
c_00459,p_016,9861434103,2026-08-03T12:11:23,109,1
c_00460,p_016,07065405153,2026-08-17T02:12:03,188,1
c_00461,p_016,9861434103,2026-08-21T23:02:47,59,1
c_00462,p_016,07065405153,2026-08-08T08:01:31,262,1
c_00463,p_016,1952058527,2026-08-19T08:51:13,91,1
c_00464,p_016,02779010432,2026-08-01T09:07:07,113,1
c_00465,p_016,09711798089,2026-08-15T21:25:02,115,1
c_00466,p_016,09711798089,2026-08-12T03:44:45,90,1
c_00467,p_016,7221704303,2026-08-24T03:25:47,169,1
c_00468,p_016,07065405153,2026-08-16T17:10:30,284,1
c_00469,p_016,+912460953962,2026-08-14T15:44:32,320,1
c_00470,p_016,07065405153,2026-08-06T00:09:16,323,1
c_00471,p_016,02779010432,2026-08-21T05:22:00,52,1
c_00472,p_016,02779010432,2026-08-26T18:15:21,271,1
c_00473,p_016,1952058527,2026-08-11T22:03:47,48,1
c_00474,p_016,7221704303,2026-08-17T14:03:45,144,1
c_00475,p_016,1851888880,2026-08-10T15:41:50,168,1
c_00476,p_016,07065405153,2026-08-25T18:43:04,287,1
c_00477,p_017,+916928451154,2026-08-08T02:28:32,231,1
c_00478,p_017,+916928451154,2026-08-22T00:31:20,261,1
c_00479,p_017,07962757059,2026-08-09T03:48:29,99,1
c_00480,p_017,07962757059,2026-08-24T09:33:16,84,1
c_00481,p_017,2755719285,2026-08-05T22:20:59,91,1
c_00482,p_017,04270312073,2026-08-17T01:51:56,136,0
c_00483,p_017,7021355690,2026-08-14T13:22:49,76,1
c_00484,p_017,04016582029,2026-08-05T17:28:59,50,1
c_00485,p_017,07962757059,2026-08-07T10:48:53,76,1
c_00486,p_017,06475705120,2026-08-22T08:01:59,232,0
c_00487,p_017,+916928451154,2026-08-16T09:41:27,119,1
c_00488,p_017,2755719285,2026-08-01T22:22:44,314,1
c_00489,p_017,2755719285,2026-08-23T10:36:59,82,1
c_00490,p_017,7021355690,2026-08-25T02:48:20,61,1
c_00491,p_017,06187234601,2026-08-25T21:52:05,96,0
c_00492,p_017,7021355690,2026-08-06T22:39:20,328,1
c_00493,p_017,7021355690,2026-08-18T14:00:19,41,1
c_00494,p_017,2755719285,2026-08-30T21:57:22,95,1
c_00495,p_017,+916928451154,2026-08-03T18:13:28,92,1
c_00496,p_017,07962757059,2026-08-02T06:44:28,323,1
c_00497,p_017,2755719285,2026-08-13T23:52:21,45,1
c_00498,p_017,+916928451154,2026-08-12T11:33:54,139,1
c_00499,p_017,2755719285,2026-08-28T05:58:44,106,1
c_00500,p_017,07962757059,2026-08-02T00:56:51,361,1
c_00501,p_018,+915177852892,2026-08-29T19:36:08,330,1
c_00502,p_018,8442258313,2026-08-04T00:44:35,110,1
c_00503,p_018,+915177852892,2026-08-22T23:17:36,362,1
c_00504,p_018,1146786691,2026-08-10T12:26:38,385,1
c_00505,p_018,+916801824225,2026-08-27T16:30:43,144,1
c_00506,p_018,+915177852892,2026-08-20T23:10:58,187,1
c_00507,p_018,8442258313,2026-08-23T00:28:34,30,1
c_00508,p_018,+915177852892,2026-08-29T11:07:38,320,1
c_00509,p_018,1146786691,2026-08-01T23:18:56,143,1
c_00510,p_018,+915177852892,2026-08-20T04:32:44,102,1
c_00511,p_018,+916801824225,2026-08-10T22:26:28,193,1
c_00512,p_018,+913705895782,2026-08-06T00:52:44,392,1
c_00513,p_018,+916801824225,2026-08-21T02:25:03,258,1
c_00514,p_018,+913705895782,2026-08-01T08:12:17,209,1
c_00515,p_018,+913705895782,2026-08-08T16:47:37,54,1
c_00516,p_018,8442258313,2026-08-12T13:52:28,241,1
c_00517,p_018,1146786691,2026-08-15T19:01:08,222,1
c_00518,p_018,1146786691,2026-08-04T01:01:42,363,1
c_00519,p_018,+915177852892,2026-08-23T17:56:07,67,1
c_00520,p_018,+913705895782,2026-08-24T23:25:12,193,1
c_00521,p_018,+916801824225,2026-08-08T20:00:43,117,1
c_00522,p_018,+913705895782,2026-08-27T15:18:37,310,1
c_00523,p_018,09821827448,2026-08-29T06:07:14,203,0
c_00524,p_018,+915177852892,2026-08-18T19:42:07,390,1
c_00525,p_018,8442258313,2026-08-01T22:18:54,340,1
c_00526,p_018,+913705895782,2026-08-27T16:37:20,199,1
c_00527,p_018,1146786691,2026-08-07T03:59:46,399,1
c_00528,p_018,+916801824225,2026-08-28T18:24:46,182,1
c_00529,p_018,1146786691,2026-08-08T03:02:05,311,1
c_00530,p_018,+916801824225,2026-08-26T04:41:42,31,1
c_00531,p_018,1146786691,2026-08-13T19:52:34,275,1
c_00532,p_019,+914696325953,2026-08-24T14:18:59,244,1
c_00533,p_019,+914696325953,2026-08-04T09:00:48,331,1
c_00534,p_019,3928861957,2026-08-18T11:31:39,81,0
c_00535,p_019,+916471027677,2026-08-28T17:56:53,176,1
c_00536,p_019,3969078447,2026-08-27T00:34:55,165,1
c_00537,p_019,+914696325953,2026-08-12T11:47:28,272,1
c_00538,p_019,+915925556258,2026-08-02T02:58:31,346,1
c_00539,p_019,+916471027677,2026-08-19T06:13:54,232,1
c_00540,p_019,+915925556258,2026-08-27T16:29:36,55,1
c_00541,p_019,1537147321,2026-08-23T08:56:23,40,1
c_00542,p_019,1537147321,2026-08-11T03:15:48,173,1
c_00543,p_019,+916471027677,2026-08-26T06:50:58,146,1
c_00544,p_019,6122868528,2026-08-05T00:45:27,256,0
c_00545,p_019,3969078447,2026-08-24T05:18:08,339,1
c_00546,p_019,+915925556258,2026-08-20T08:47:58,238,1
c_00547,p_019,1537147321,2026-08-23T05:28:48,58,1
c_00548,p_019,1537147321,2026-08-16T10:59:39,393,1
c_00549,p_019,+914696325953,2026-08-16T04:53:33,321,1
c_00550,p_019,+915925556258,2026-08-01T20:50:33,59,1
c_00551,p_019,1537147321,2026-08-08T11:37:58,390,1
c_00552,p_020,08784991216,2026-08-21T10:08:38,284,1
c_00553,p_020,09526949588,2026-08-30T22:10:39,237,1
c_00554,p_020,08784991216,2026-08-12T15:33:28,322,1
c_00555,p_020,08784991216,2026-08-25T11:31:50,143,1
c_00556,p_020,09526949588,2026-08-21T14:08:56,373,1
c_00557,p_020,7947055169,2026-08-11T18:07:04,366,1
c_00558,p_020,+910257872982,2026-08-27T07:04:34,271,1
c_00559,p_020,05852398680,2026-08-04T20:07:11,123,1
c_00560,p_020,08784991216,2026-08-29T09:47:05,75,1
c_00561,p_020,00609835841,2026-08-07T16:01:21,245,1
c_00562,p_020,00609835841,2026-08-24T15:25:30,329,1
c_00563,p_020,09526949588,2026-08-09T19:43:00,57,1
c_00564,p_020,05852398680,2026-08-26T23:48:11,66,1
c_00565,p_020,+910257872982,2026-08-15T03:59:53,378,1
c_00566,p_020,+910257872982,2026-08-12T10:48:06,107,1
c_00567,p_020,09526949588,2026-08-05T02:54:10,321,1
c_00568,p_020,9060480589,2026-08-27T18:50:54,103,0
c_00569,p_020,+910257872982,2026-08-10T11:47:45,279,1
c_00570,p_020,+915832067998,2026-08-10T23:29:35,190,0
c_00571,p_020,00609835841,2026-08-20T00:50:21,137,1
c_00572,p_020,7947055169,2026-08-23T20:03:32,280,1
c_00573,p_020,7947055169,2026-08-24T13:21:06,344,1
c_00574,p_020,09526949588,2026-08-14T00:16:19,274,1
c_00575,p_020,7947055169,2026-08-12T11:59:16,221,1
c_00576,p_020,05852398680,2026-08-29T12:02:57,127,1
c_00577,p_020,08784991216,2026-08-01T12:53:58,157,1
c_00578,p_020,00609835841,2026-08-07T18:54:40,96,1
c_00579,p_020,00609835841,2026-08-04T01:56:59,115,1
c_00580,p_020,00609835841,2026-08-02T23:00:23,263,1
c_00581,p_020,00609835841,2026-08-22T20:02:20,252,1
c_00582,p_021,08434437575,2026-08-28T03:26:28,181,1
c_00583,p_021,+917858549733,2026-08-08T22:10:12,50,1
c_00584,p_021,+914157473384,2026-08-26T13:37:08,190,1
c_00585,p_021,4219933083,2026-08-13T18:42:59,34,1
c_00586,p_021,+917858549733,2026-08-26T13:26:20,198,1
c_00587,p_021,00283857865,2026-08-11T17:25:11,167,1
c_00588,p_021,4419866524,2026-08-27T08:30:08,123,1
c_00589,p_021,08434437575,2026-08-04T09:57:32,169,1
c_00590,p_021,08434437575,2026-08-26T01:42:36,245,1
c_00591,p_021,4219933083,2026-08-20T11:10:10,97,1
c_00592,p_021,+917858549733,2026-08-21T21:14:32,83,1
c_00593,p_021,00283857865,2026-08-13T11:32:23,377,1
c_00594,p_021,4419866524,2026-08-14T03:28:37,343,1
c_00595,p_021,+914157473384,2026-08-01T20:44:51,96,1
c_00596,p_021,08434437575,2026-08-15T11:49:02,255,1
c_00597,p_021,4419866524,2026-08-02T09:06:00,36,1
c_00598,p_021,+914157473384,2026-08-22T03:17:20,325,1
c_00599,p_021,+914157473384,2026-08-22T17:07:01,203,1
c_00600,p_021,00283857865,2026-08-16T13:45:06,78,1
c_00601,p_021,08434437575,2026-08-13T23:39:01,207,1
c_00602,p_021,+917858549733,2026-08-20T21:52:17,315,1
c_00603,p_021,4219933083,2026-08-27T18:17:04,359,1
c_00604,p_021,08434437575,2026-08-29T00:44:50,283,1
c_00605,p_022,02400499154,2026-08-14T17:19:09,98,1
c_00606,p_022,03046374549,2026-08-29T21:58:31,313,1
c_00607,p_022,+918785191088,2026-08-29T01:25:19,290,1
c_00608,p_022,+917420549329,2026-08-24T10:22:43,95,1
c_00609,p_022,+917956878339,2026-08-04T02:33:31,288,1
c_00610,p_022,08872874315,2026-08-27T10:36:04,170,1
c_00611,p_022,6685161227,2026-08-12T22:27:59,261,1
c_00612,p_022,02400499154,2026-08-25T03:27:13,183,1
c_00613,p_022,+917956878339,2026-08-26T07:00:48,394,1
c_00614,p_022,08872874315,2026-08-23T02:30:33,132,1
c_00615,p_022,+917956878339,2026-08-07T06:59:35,374,1
c_00616,p_022,+917420549329,2026-08-04T23:31:25,287,1
c_00617,p_022,9045301742,2026-08-17T06:35:37,210,1
c_00618,p_022,08414593327,2026-08-17T20:50:30,375,1
c_00619,p_022,6685161227,2026-08-23T10:27:55,246,1
c_00620,p_022,03046374549,2026-08-25T05:58:45,225,1
c_00621,p_022,08872874315,2026-08-05T08:38:06,166,1
c_00622,p_022,6685161227,2026-08-23T12:07:59,379,1
c_00623,p_022,6685161227,2026-08-08T12:24:14,134,1
c_00624,p_022,+918785191088,2026-08-23T14:35:15,82,1
c_00625,p_022,02400499154,2026-08-19T11:35:54,144,1
c_00626,p_022,08872874315,2026-08-23T06:32:13,291,1
c_00627,p_022,6685161227,2026-08-24T12:42:04,384,1
c_00628,p_022,08414593327,2026-08-20T22:26:07,243,1
c_00629,p_022,4046084325,2026-08-29T16:49:31,190,0
c_00630,p_022,6685161227,2026-08-29T23:23:59,133,1
c_00631,p_022,+918785191088,2026-08-19T14:48:15,145,1
c_00632,p_022,+917956878339,2026-08-28T08:16:12,331,1
c_00633,p_022,08872874315,2026-08-17T09:33:46,180,1
c_00634,p_022,02168936392,2026-08-14T11:08:48,68,0
c_00635,p_022,02400499154,2026-08-06T14:37:23,91,1
c_00636,p_022,02400499154,2026-08-12T07:34:57,165,1
c_00637,p_022,6685161227,2026-08-04T21:38:52,32,1
c_00638,p_022,+917420549329,2026-08-10T22:00:18,50,1
c_00639,p_023,+916518017046,2026-08-22T12:08:42,57,1
c_00640,p_023,+916518017046,2026-08-06T08:09:15,324,1
c_00641,p_023,+914283644089,2026-08-25T15:33:57,228,1
c_00642,p_023,+912656766182,2026-08-14T12:48:37,38,1
c_00643,p_023,07868633752,2026-08-12T16:26:28,358,1
c_00644,p_023,07868633752,2026-08-22T14:36:20,388,1
c_00645,p_023,0790306738,2026-08-26T10:44:27,84,1
c_00646,p_023,+916518017046,2026-08-09T16:40:56,174,1
c_00647,p_023,+914283644089,2026-08-23T22:59:50,368,1
c_00648,p_023,2687056856,2026-08-01T22:11:23,99,1
c_00649,p_023,0790306738,2026-08-23T09:39:46,181,1
c_00650,p_023,+912656766182,2026-08-29T19:17:48,35,1
c_00651,p_023,+916518017046,2026-08-17T14:32:14,51,1
c_00652,p_023,0790306738,2026-08-01T03:37:17,310,1
c_00653,p_023,+912656766182,2026-08-29T09:49:30,138,1
c_00654,p_023,0790306738,2026-08-13T09:06:40,102,1
c_00655,p_023,5128682300,2026-08-05T19:53:13,129,1
c_00656,p_023,07868633752,2026-08-04T10:31:41,311,1
c_00657,p_023,5128682300,2026-08-14T20:06:39,373,1
c_00658,p_023,03106903311,2026-08-03T00:30:04,199,1
c_00659,p_023,2687056856,2026-08-11T17:08:22,81,1
c_00660,p_023,2687056856,2026-08-09T13:17:55,192,1
c_00661,p_023,5128682300,2026-08-15T13:49:12,385,1
c_00662,p_023,+912656766182,2026-08-18T12:36:08,191,1
c_00663,p_023,+912656766182,2026-08-29T18:14:03,156,1
c_00664,p_023,+914283644089,2026-08-24T13:40:31,171,1
c_00665,p_023,+912656766182,2026-08-26T04:52:45,275,1
c_00666,p_023,5128682300,2026-08-14T21:15:02,279,1
c_00667,p_023,+916518017046,2026-08-17T13:12:13,173,1
c_00668,p_023,0790306738,2026-08-26T18:16:25,130,1
c_00669,p_023,+916518017046,2026-08-08T21:31:44,68,1
c_00670,p_023,07868633752,2026-08-27T18:18:56,327,1
c_00671,p_023,2687056856,2026-08-18T08:48:30,48,1
c_00672,p_023,0790306738,2026-08-17T13:08:51,271,1
c_00673,p_024,+919320489964,2026-08-20T19:59:56,398,1
c_00674,p_024,08771753556,2026-08-04T09:36:13,137,1
c_00675,p_024,08771753556,2026-08-18T17:22:10,41,1
c_00676,p_024,06990139837,2026-08-08T07:26:33,112,1
c_00677,p_024,06990139837,2026-08-05T01:00:04,105,1
c_00678,p_024,03854678544,2026-08-02T16:15:23,294,1
c_00679,p_024,06990139837,2026-08-29T17:55:53,356,1
c_00680,p_024,+919320489964,2026-08-01T13:24:23,73,1
c_00681,p_024,08771753556,2026-08-07T11:56:50,276,1
c_00682,p_024,06990139837,2026-08-06T02:48:29,103,1
c_00683,p_024,03854678544,2026-08-24T20:07:24,349,1
c_00684,p_024,+919320489964,2026-08-20T18:56:49,262,1
c_00685,p_024,08771753556,2026-08-18T21:30:14,227,1
c_00686,p_024,06990139837,2026-08-04T23:11:36,288,1
c_00687,p_024,06990139837,2026-08-21T12:44:41,79,1
c_00688,p_024,06990139837,2026-08-06T07:44:38,49,1
c_00689,p_024,+915403317393,2026-08-27T07:58:54,77,1
c_00690,p_024,06990139837,2026-08-15T11:12:48,306,1
c_00691,p_024,08771753556,2026-08-25T19:48:56,297,1
c_00692,p_024,06990139837,2026-08-13T14:53:32,249,1
c_00693,p_024,08771753556,2026-08-07T21:13:48,209,1
c_00694,p_024,06990139837,2026-08-18T16:06:52,80,1
c_00695,p_024,03854678544,2026-08-13T18:21:08,72,1
c_00696,p_025,07933410166,2026-08-07T00:13:24,76,1
c_00697,p_025,9025039261,2026-08-17T11:42:24,328,1
c_00698,p_025,05561681472,2026-08-11T10:37:42,171,0
c_00699,p_025,+914586833901,2026-08-07T18:55:57,262,0
c_00700,p_025,08700217659,2026-08-28T21:23:38,119,1
c_00701,p_025,07933410166,2026-08-13T05:08:12,287,1
c_00702,p_025,9025039261,2026-08-09T19:51:40,161,1
c_00703,p_025,08700217659,2026-08-27T06:48:05,385,1
c_00704,p_025,+913120387509,2026-08-14T06:47:36,154,1
c_00705,p_025,8179469548,2026-08-23T17:22:50,264,0
c_00706,p_025,4840862118,2026-08-21T10:44:53,276,1
c_00707,p_025,+918033974014,2026-08-04T11:42:47,376,1
c_00708,p_025,02939685621,2026-08-22T00:50:48,210,1
c_00709,p_025,08700217659,2026-08-16T11:52:58,157,1
c_00710,p_025,+913398454615,2026-08-09T14:50:54,68,1
c_00711,p_025,+913398454615,2026-08-17T15:16:37,211,1
c_00712,p_025,9770088600,2026-08-07T13:22:03,379,1
c_00713,p_025,+918033974014,2026-08-28T21:47:01,150,1
c_00714,p_025,+918033974014,2026-08-23T01:30:32,147,1
c_00715,p_025,+913398454615,2026-08-07T01:59:30,109,1
c_00716,p_025,07933410166,2026-08-24T08:50:08,376,1
c_00717,p_025,4840862118,2026-08-29T16:09:40,307,1
c_00718,p_025,+913398454615,2026-08-29T17:45:18,347,1
c_00719,p_025,08700217659,2026-08-10T11:06:00,281,1
c_00720,p_025,9025039261,2026-08-06T11:40:03,173,1
c_00721,p_025,9770088600,2026-08-12T22:28:23,57,1
c_00722,p_025,9025039261,2026-08-16T18:31:46,46,1
c_00723,p_025,9770088600,2026-08-16T01:46:55,264,1
c_00724,p_025,+913120387509,2026-08-30T07:05:06,191,1
c_00725,p_025,+918033974014,2026-08-21T16:13:53,224,1
c_00726,p_025,08700217659,2026-08-18T10:19:33,125,1
c_00727,p_025,+913120387509,2026-08-17T10:57:56,343,1
c_00728,p_025,02939685621,2026-08-11T07:01:46,137,1
c_00729,p_025,+913398454615,2026-08-13T13:44:48,235,1
c_00730,p_025,9770088600,2026-08-09T09:19:59,324,1
c_00731,p_025,08700217659,2026-08-21T13:55:42,150,1
c_00732,p_025,+918033974014,2026-08-17T15:50:41,104,1
c_00733,p_025,+913120387509,2026-08-25T00:01:37,34,1
c_00734,p_026,6101581995,2026-08-03T20:47:55,310,1
c_00735,p_026,02626551104,2026-08-02T14:45:15,72,1
c_00736,p_026,6224447212,2026-08-04T02:49:42,365,1
c_00737,p_026,00466183982,2026-08-28T22:44:40,156,1
c_00738,p_026,00466183982,2026-08-23T03:04:01,97,1
c_00739,p_026,6224447212,2026-08-16T19:15:16,369,1
c_00740,p_026,6101581995,2026-08-11T16:55:32,269,1
c_00741,p_026,05412126788,2026-08-30T05:59:12,310,1
c_00742,p_026,00568299629,2026-08-14T08:17:18,387,0
c_00743,p_026,6101581995,2026-08-17T04:17:13,353,1
c_00744,p_026,6101581995,2026-08-23T11:12:58,298,1
c_00745,p_026,05412126788,2026-08-20T04:38:46,276,1
c_00746,p_026,6101581995,2026-08-17T04:33:39,187,1
c_00747,p_026,05412126788,2026-08-11T23:21:50,35,1
c_00748,p_026,00466183982,2026-08-01T00:03:59,206,1
c_00749,p_026,04647154379,2026-08-09T14:28:07,281,1
c_00750,p_026,6224447212,2026-08-29T09:48:33,250,1
c_00751,p_026,6224447212,2026-08-24T22:32:04,310,1
c_00752,p_026,02626551104,2026-08-12T05:01:24,253,1
c_00753,p_026,04647154379,2026-08-12T20:13:17,360,1
c_00754,p_026,05412126788,2026-08-12T16:36:02,70,1
c_00755,p_026,02626551104,2026-08-13T16:00:44,385,1
c_00756,p_026,04647154379,2026-08-21T12:56:27,302,1
c_00757,p_027,04651939828,2026-08-21T15:39:09,157,1
c_00758,p_027,6805891135,2026-08-05T17:32:34,203,1
c_00759,p_027,5424932149,2026-08-28T22:12:40,350,0
c_00760,p_027,+917374167243,2026-08-02T19:14:15,389,1
c_00761,p_027,2382825867,2026-08-17T02:10:27,149,1
c_00762,p_027,+918889937567,2026-08-10T12:03:08,254,1
c_00763,p_027,02661797968,2026-08-22T23:53:45,213,1
c_00764,p_027,9825071461,2026-08-22T17:34:02,278,1
c_00765,p_027,+912545738757,2026-08-22T04:46:14,386,1
c_00766,p_027,+912545738757,2026-08-15T16:51:58,208,1
c_00767,p_027,6805891135,2026-08-10T17:03:00,313,1
c_00768,p_027,2382825867,2026-08-05T19:26:50,181,1
c_00769,p_027,2382825867,2026-08-25T13:58:52,30,1
c_00770,p_027,+917374167243,2026-08-24T06:39:39,39,1
c_00771,p_027,6805891135,2026-08-19T14:12:32,152,1
c_00772,p_027,+912545738757,2026-08-10T14:53:59,228,1
c_00773,p_027,+912545738757,2026-08-06T16:42:21,108,1
c_00774,p_027,+918889937567,2026-08-19T09:23:17,86,1
c_00775,p_027,9825071461,2026-08-03T21:18:16,96,1
c_00776,p_027,04651939828,2026-08-06T08:37:11,278,1
c_00777,p_027,02661797968,2026-08-06T17:57:50,366,1
c_00778,p_027,6805891135,2026-08-15T16:44:05,161,1
c_00779,p_027,04651939828,2026-08-02T11:20:29,36,1
c_00780,p_027,2382825867,2026-08-28T21:45:07,70,1
c_00781,p_027,+918889937567,2026-08-15T01:00:09,315,1
c_00782,p_027,+918889937567,2026-08-23T07:18:13,392,1
c_00783,p_027,+912545738757,2026-08-02T17:58:33,50,1
c_00784,p_027,04651939828,2026-08-23T00:41:46,140,1
c_00785,p_027,+917751401051,2026-08-29T19:37:20,302,1
c_00786,p_027,+917751401051,2026-08-12T13:26:18,321,1
c_00787,p_027,+912545738757,2026-08-19T18:14:02,242,1
c_00788,p_027,6805891135,2026-08-23T09:11:52,213,1
c_00789,p_027,02661797968,2026-08-21T05:38:04,83,1
c_00790,p_027,02661797968,2026-08-06T00:06:09,288,1
c_00791,p_027,6805891135,2026-08-11T03:00:33,256,1
c_00792,p_028,5969691557,2026-08-12T23:25:03,252,1
c_00793,p_028,7676772190,2026-08-24T05:09:14,276,1
c_00794,p_028,01339596292,2026-08-17T18:41:35,130,1
c_00795,p_028,1724619196,2026-08-17T20:02:26,298,0
c_00796,p_028,02782827422,2026-08-08T09:17:49,195,1
c_00797,p_028,07905072368,2026-08-21T13:00:40,373,1
c_00798,p_028,8191485807,2026-08-13T09:46:44,194,1
c_00799,p_028,+914043842797,2026-08-11T08:03:28,116,1
c_00800,p_028,2499125134,2026-08-30T15:06:33,349,1
c_00801,p_028,8191485807,2026-08-05T08:59:21,132,1
c_00802,p_028,07905072368,2026-08-21T13:27:31,87,1
c_00803,p_028,01339596292,2026-08-23T04:29:55,105,1
c_00804,p_028,+912528669296,2026-08-27T01:30:06,205,1
c_00805,p_028,2499125134,2026-08-21T19:31:57,271,1
c_00806,p_028,5969691557,2026-08-01T16:22:43,138,1
c_00807,p_028,+914043842797,2026-08-07T02:44:13,310,1
c_00808,p_028,7676772190,2026-08-15T11:46:44,385,1
c_00809,p_028,01339596292,2026-08-21T23:06:13,369,1
c_00810,p_028,+912528669296,2026-08-16T19:17:43,175,1
c_00811,p_028,+914043842797,2026-08-07T00:30:04,57,1
c_00812,p_028,07905072368,2026-08-14T22:46:18,228,1
c_00813,p_028,3613407451,2026-08-20T19:28:06,85,1
c_00814,p_028,02782827422,2026-08-01T13:44:11,148,1
c_00815,p_028,07905072368,2026-08-30T09:27:03,191,1
c_00816,p_028,07905072368,2026-08-15T12:57:24,125,1
c_00817,p_028,07013290227,2026-08-06T23:11:24,317,0
c_00818,p_028,8191485807,2026-08-28T18:58:19,301,1
c_00819,p_028,7676772190,2026-08-10T03:32:52,39,1
c_00820,p_028,+914043842797,2026-08-11T09:40:53,150,1
c_00821,p_028,4699733549,2026-08-30T21:06:57,171,0
c_00822,p_028,02782827422,2026-08-25T08:33:46,45,1
c_00823,p_028,8191485807,2026-08-29T07:46:42,107,1
c_00824,p_028,7676772190,2026-08-11T06:05:09,74,1
c_00825,p_028,01339596292,2026-08-22T21:31:14,350,1
c_00826,p_028,01339596292,2026-08-21T14:17:48,108,1
c_00827,p_028,01339596292,2026-08-13T19:03:17,198,1
c_00828,p_028,7676772190,2026-08-14T11:24:06,327,1
c_00829,p_029,+917129387005,2026-08-27T08:00:05,232,1
c_00830,p_029,04262218909,2026-08-30T12:21:29,294,1
c_00831,p_029,08950097519,2026-08-23T22:54:54,127,0
c_00832,p_029,4667116845,2026-08-09T17:38:56,176,1
c_00833,p_029,7500170127,2026-08-14T20:10:11,57,1
c_00834,p_029,+916271361115,2026-08-21T16:45:58,360,1
c_00835,p_029,+915206436110,2026-08-14T13:13:21,122,1
c_00836,p_029,+917129387005,2026-08-24T08:41:11,99,1
c_00837,p_029,2753269731,2026-08-12T19:00:28,121,1
c_00838,p_029,07590175186,2026-08-14T14:39:00,262,1
c_00839,p_029,+916374545892,2026-08-03T16:55:45,397,1
c_00840,p_029,+916271361115,2026-08-22T23:56:55,354,1
c_00841,p_029,04262218909,2026-08-11T21:19:09,291,1
c_00842,p_029,+917129387005,2026-08-19T08:41:32,224,1
c_00843,p_029,00632424154,2026-08-02T07:36:44,319,1
c_00844,p_029,+916374545892,2026-08-27T03:20:23,104,1
c_00845,p_029,04262218909,2026-08-06T08:47:02,187,1
c_00846,p_029,+916271361115,2026-08-10T06:51:11,177,1
c_00847,p_029,+916374545892,2026-08-19T19:02:45,133,1
c_00848,p_029,2753269731,2026-08-01T02:32:37,264,1
c_00849,p_029,2753269731,2026-08-15T22:17:30,341,1
c_00850,p_030,6188924141,2026-08-19T19:35:03,201,1
c_00851,p_030,+913161799042,2026-08-14T20:58:42,296,1
c_00852,p_030,09658271091,2026-08-09T23:31:38,314,1
c_00853,p_030,09658271091,2026-08-17T01:50:15,211,1
c_00854,p_030,+913161799042,2026-08-02T23:40:24,203,1
c_00855,p_030,+910202758842,2026-08-30T12:12:19,322,1
c_00856,p_030,02410564814,2026-08-19T04:05:46,187,1
c_00857,p_030,+913161799042,2026-08-22T03:47:29,169,1
c_00858,p_030,+914300684866,2026-08-13T09:59:09,220,1
c_00859,p_030,06580185694,2026-08-14T13:22:21,140,0
c_00860,p_030,09658271091,2026-08-16T18:04:20,49,1
c_00861,p_030,9177850792,2026-08-24T08:00:32,289,1
c_00862,p_030,6188924141,2026-08-01T17:57:10,108,1
c_00863,p_030,6188924141,2026-08-06T16:57:08,188,1
c_00864,p_030,02410564814,2026-08-24T06:23:02,294,1
c_00865,p_030,+913161799042,2026-08-21T07:14:11,265,1
c_00866,p_030,02410564814,2026-08-12T15:03:48,32,1
c_00867,p_030,02410564814,2026-08-10T07:54:23,200,1
c_00868,p_030,6188924141,2026-08-15T00:09:02,367,1
c_00869,p_030,3285691463,2026-08-23T08:47:57,357,1
c_00870,p_030,+914300684866,2026-08-27T18:20:15,176,1
c_00871,p_030,9177850792,2026-08-09T07:11:15,373,1
c_00872,p_030,3285691463,2026-08-04T12:42:30,88,1
c_00873,p_030,6188924141,2026-08-01T10:59:05,82,1
c_00874,p_031,04313291212,2026-08-24T12:42:21,308,1
c_00875,p_031,01870534949,2026-08-21T19:46:33,394,1
c_00876,p_031,+917597383206,2026-08-18T05:24:56,196,1
c_00877,p_031,0238061744,2026-08-17T15:39:47,187,1
c_00878,p_031,01870534949,2026-08-29T16:14:09,380,1
c_00879,p_031,0623445655,2026-08-25T10:07:40,197,1
c_00880,p_031,01870534949,2026-08-15T19:53:33,141,1
c_00881,p_031,+913850506413,2026-08-25T12:15:51,105,1
c_00882,p_031,05719182619,2026-08-20T19:50:04,229,1
c_00883,p_031,3670241038,2026-08-19T11:12:43,378,1
c_00884,p_031,05719182619,2026-08-27T07:44:46,252,1
c_00885,p_031,01870534949,2026-08-22T12:48:34,328,1
c_00886,p_031,+917128639174,2026-08-01T05:50:45,236,0
c_00887,p_031,+913850506413,2026-08-26T10:17:54,219,1
c_00888,p_031,+910119470720,2026-08-28T00:46:28,30,0
c_00889,p_031,04313291212,2026-08-22T02:24:53,86,1
c_00890,p_031,3670241038,2026-08-26T20:05:54,251,1
